,Date,Time,Date&Time,NO2 (ug/m3)
6792,11/10/2019,0:00:00,11/10/2019 0:00,80
6793,11/10/2019,1:00:00,11/10/2019 1:00,46
6794,11/10/2019,2:00:00,11/10/2019 2:00,37
6795,11/10/2019,3:00:00,11/10/2019 3:00,53
6796,11/10/2019,4:00:00,11/10/2019 4:00,59
6797,11/10/2019,5:00:00,11/10/2019 5:00,63
6798,11/10/2019,6:00:00,11/10/2019 6:00,53
6799,11/10/2019,7:00:00,11/10/2019 7:00,45
6800,11/10/2019,8:00:00,11/10/2019 8:00,45
6801,11/10/2019,9:00:00,11/10/2019 9:00,42
6802,11/10/2019,10:00:00,11/10/2019 10:00,29
6803,11/10/2019,11:00:00,11/10/2019 11:00,33
6804,11/10/2019,12:00:00,11/10/2019 12:00,80
6805,11/10/2019,13:00:00,11/10/2019 13:00,14
6806,11/10/2019,14:00:00,11/10/2019 14:00,14
6807,11/10/2019,15:00:00,11/10/2019 15:00,15
6808,11/10/2019,16:00:00,11/10/2019 16:00,18
6809,11/10/2019,17:00:00,11/10/2019 17:00,23
6810,11/10/2019,18:00:00,11/10/2019 18:00,19
6811,11/10/2019,19:00:00,11/10/2019 19:00,20
6812,11/10/2019,20:00:00,11/10/2019 20:00,
6813,11/10/2019,21:00:00,11/10/2019 21:00,
6814,11/10/2019,22:00:00,11/10/2019 22:00,30
6815,11/10/2019,23:00:00,11/10/2019 23:00,28
6816,12/10/2019,0:00:00,12/10/2019 0:00,26
6817,12/10/2019,1:00:00,12/10/2019 1:00,27
6818,12/10/2019,2:00:00,12/10/2019 2:00,25
6819,12/10/2019,3:00:00,12/10/2019 3:00,19
6820,12/10/2019,4:00:00,12/10/2019 4:00,21
6821,12/10/2019,5:00:00,12/10/2019 5:00,21
6822,12/10/2019,6:00:00,12/10/2019 6:00,24
6823,12/10/2019,7:00:00,12/10/2019 7:00,27
6824,12/10/2019,8:00:00,12/10/2019 8:00,29
6825,12/10/2019,9:00:00,12/10/2019 9:00,20
6826,12/10/2019,10:00:00,12/10/2019 10:00,17
6827,12/10/2019,11:00:00,12/10/2019 11:00,28
6828,12/10/2019,12:00:00,12/10/2019 12:00,26
6829,12/10/2019,13:00:00,12/10/2019 13:00,31
6830,12/10/2019,14:00:00,12/10/2019 14:00,30
6831,12/10/2019,15:00:00,12/10/2019 15:00,31
6832,12/10/2019,16:00:00,12/10/2019 16:00,31
6833,12/10/2019,17:00:00,12/10/2019 17:00,27
6834,12/10/2019,18:00:00,12/10/2019 18:00,40
6835,12/10/2019,19:00:00,12/10/2019 19:00,49
6836,12/10/2019,20:00:00,12/10/2019 20:00,73
6837,12/10/2019,21:00:00,12/10/2019 21:00,57
6838,12/10/2019,22:00:00,12/10/2019 22:00,35
6839,12/10/2019,23:00:00,12/10/2019 23:00,40
6840,13/10/2019,0:00:00,13/10/2019 0:00,33
6841,13/10/2019,1:00:00,13/10/2019 1:00,30
6842,13/10/2019,2:00:00,13/10/2019 2:00,28
6843,13/10/2019,3:00:00,13/10/2019 3:00,26
6844,13/10/2019,4:00:00,13/10/2019 4:00,32
6845,13/10/2019,5:00:00,13/10/2019 5:00,38
6846,13/10/2019,6:00:00,13/10/2019 6:00,40
6847,13/10/2019,7:00:00,13/10/2019 7:00,39
6848,13/10/2019,8:00:00,13/10/2019 8:00,37
6849,13/10/2019,9:00:00,13/10/2019 9:00,31
6850,13/10/2019,10:00:00,13/10/2019 10:00,22
6851,13/10/2019,11:00:00,13/10/2019 11:00,20
6852,13/10/2019,12:00:00,13/10/2019 12:00,33
6853,13/10/2019,13:00:00,13/10/2019 13:00,11
6854,13/10/2019,14:00:00,13/10/2019 14:00,12
6855,13/10/2019,15:00:00,13/10/2019 15:00,17
6856,13/10/2019,16:00:00,13/10/2019 16:00,20
6857,13/10/2019,17:00:00,13/10/2019 17:00,20
6858,13/10/2019,18:00:00,13/10/2019 18:00,25
6859,13/10/2019,19:00:00,13/10/2019 19:00,20
6860,13/10/2019,20:00:00,13/10/2019 20:00,24
6861,13/10/2019,21:00:00,13/10/2019 21:00,23
6862,13/10/2019,22:00:00,13/10/2019 22:00,20
6863,13/10/2019,23:00:00,13/10/2019 23:00,30
6864,14/10/2019,0:00:00,14/10/2019 0:00,23
6865,14/10/2019,1:00:00,14/10/2019 1:00,18
6866,14/10/2019,2:00:00,14/10/2019 2:00,16
6867,14/10/2019,3:00:00,14/10/2019 3:00,24
6868,14/10/2019,4:00:00,14/10/2019 4:00,34
6869,14/10/2019,5:00:00,14/10/2019 5:00,34
6870,14/10/2019,6:00:00,14/10/2019 6:00,32
6871,14/10/2019,7:00:00,14/10/2019 7:00,32
6872,14/10/2019,8:00:00,14/10/2019 8:00,29
6873,14/10/2019,9:00:00,14/10/2019 9:00,33
6874,14/10/2019,10:00:00,14/10/2019 10:00,30
6875,14/10/2019,11:00:00,14/10/2019 11:00,23
6876,14/10/2019,12:00:00,14/10/2019 12:00,23
6877,14/10/2019,13:00:00,14/10/2019 13:00,15
6878,14/10/2019,14:00:00,14/10/2019 14:00,19
6879,14/10/2019,15:00:00,14/10/2019 15:00,20
6880,14/10/2019,16:00:00,14/10/2019 16:00,19
6881,14/10/2019,17:00:00,14/10/2019 17:00,31
6882,14/10/2019,18:00:00,14/10/2019 18:00,23
6883,14/10/2019,19:00:00,14/10/2019 19:00,30
6884,14/10/2019,20:00:00,14/10/2019 20:00,30
6885,14/10/2019,21:00:00,14/10/2019 21:00,24
6886,14/10/2019,22:00:00,14/10/2019 22:00,50
6887,14/10/2019,23:00:00,14/10/2019 23:00,65
6888,15/10/2019,0:00:00,15/10/2019 0:00,58
6889,15/10/2019,1:00:00,15/10/2019 1:00,52
6890,15/10/2019,2:00:00,15/10/2019 2:00,38
6891,15/10/2019,3:00:00,15/10/2019 3:00,49
6892,15/10/2019,4:00:00,15/10/2019 4:00,50
6893,15/10/2019,5:00:00,15/10/2019 5:00,49
6894,15/10/2019,6:00:00,15/10/2019 6:00,47
6895,15/10/2019,7:00:00,15/10/2019 7:00,45
6896,15/10/2019,8:00:00,15/10/2019 8:00,41
6897,15/10/2019,9:00:00,15/10/2019 9:00,40
6898,15/10/2019,10:00:00,15/10/2019 10:00,48
6899,15/10/2019,11:00:00,15/10/2019 11:00,34
6900,15/10/2019,12:00:00,15/10/2019 12:00,58
6901,15/10/2019,13:00:00,15/10/2019 13:00,19
6902,15/10/2019,14:00:00,15/10/2019 14:00,14
6903,15/10/2019,15:00:00,15/10/2019 15:00,16
6904,15/10/2019,16:00:00,15/10/2019 16:00,16
6905,15/10/2019,17:00:00,15/10/2019 17:00,21
6906,15/10/2019,18:00:00,15/10/2019 18:00,28
6907,15/10/2019,19:00:00,15/10/2019 19:00,34
6908,15/10/2019,20:00:00,15/10/2019 20:00,36
6909,15/10/2019,21:00:00,15/10/2019 21:00,49
6910,15/10/2019,22:00:00,15/10/2019 22:00,31
6911,15/10/2019,23:00:00,15/10/2019 23:00,26
6912,16/10/2019,0:00:00,16/10/2019 0:00,24
6913,16/10/2019,1:00:00,16/10/2019 1:00,24
6914,16/10/2019,2:00:00,16/10/2019 2:00,17
6915,16/10/2019,3:00:00,16/10/2019 3:00,17
6916,16/10/2019,4:00:00,16/10/2019 4:00,14
6917,16/10/2019,5:00:00,16/10/2019 5:00,16
6918,16/10/2019,6:00:00,16/10/2019 6:00,16
6919,16/10/2019,7:00:00,16/10/2019 7:00,31
6920,16/10/2019,8:00:00,16/10/2019 8:00,33
6921,16/10/2019,9:00:00,16/10/2019 9:00,39
6922,16/10/2019,10:00:00,16/10/2019 10:00,30
6923,16/10/2019,11:00:00,16/10/2019 11:00,22
6924,16/10/2019,12:00:00,16/10/2019 12:00,24
6925,16/10/2019,13:00:00,16/10/2019 13:00,29
6926,16/10/2019,14:00:00,16/10/2019 14:00,25
6927,16/10/2019,15:00:00,16/10/2019 15:00,31
6928,16/10/2019,16:00:00,16/10/2019 16:00,38
6929,16/10/2019,17:00:00,16/10/2019 17:00,35
6930,16/10/2019,18:00:00,16/10/2019 18:00,28
6931,16/10/2019,19:00:00,16/10/2019 19:00,35
6932,16/10/2019,20:00:00,16/10/2019 20:00,39
6933,16/10/2019,21:00:00,16/10/2019 21:00,25
6934,16/10/2019,22:00:00,16/10/2019 22:00,19
6935,16/10/2019,23:00:00,16/10/2019 23:00,20
6936,17/10/2019,0:00:00,17/10/2019 0:00,24
6937,17/10/2019,1:00:00,17/10/2019 1:00,24
6938,17/10/2019,2:00:00,17/10/2019 2:00,24
6939,17/10/2019,3:00:00,17/10/2019 3:00,29
6940,17/10/2019,4:00:00,17/10/2019 4:00,20
6941,17/10/2019,5:00:00,17/10/2019 5:00,14
6942,17/10/2019,6:00:00,17/10/2019 6:00,26
6943,17/10/2019,7:00:00,17/10/2019 7:00,30
6944,17/10/2019,8:00:00,17/10/2019 8:00,30
6945,17/10/2019,9:00:00,17/10/2019 9:00,36
6946,17/10/2019,10:00:00,17/10/2019 10:00,34
6947,17/10/2019,11:00:00,17/10/2019 11:00,36
6948,17/10/2019,12:00:00,17/10/2019 12:00,24
6949,17/10/2019,13:00:00,17/10/2019 13:00,30
6950,17/10/2019,14:00:00,17/10/2019 14:00,41
6951,17/10/2019,15:00:00,17/10/2019 15:00,21
6952,17/10/2019,16:00:00,17/10/2019 16:00,22
6953,17/10/2019,17:00:00,17/10/2019 17:00,26
6954,17/10/2019,18:00:00,17/10/2019 18:00,26
6955,17/10/2019,19:00:00,17/10/2019 19:00,35
6956,17/10/2019,20:00:00,17/10/2019 20:00,41
6957,17/10/2019,21:00:00,17/10/2019 21:00,41
6958,17/10/2019,22:00:00,17/10/2019 22:00,42
6959,17/10/2019,23:00:00,17/10/2019 23:00,49
6960,18/10/2019,0:00:00,18/10/2019 0:00,35
6961,18/10/2019,1:00:00,18/10/2019 1:00,47
6962,18/10/2019,2:00:00,18/10/2019 2:00,50
6963,18/10/2019,3:00:00,18/10/2019 3:00,47
6964,18/10/2019,4:00:00,18/10/2019 4:00,41
6965,18/10/2019,5:00:00,18/10/2019 5:00,39
6966,18/10/2019,6:00:00,18/10/2019 6:00,37
6967,18/10/2019,7:00:00,18/10/2019 7:00,38
6968,18/10/2019,8:00:00,18/10/2019 8:00,36
6969,18/10/2019,9:00:00,18/10/2019 9:00,35
6970,18/10/2019,10:00:00,18/10/2019 10:00,35
6971,18/10/2019,11:00:00,18/10/2019 11:00,34
6972,18/10/2019,12:00:00,18/10/2019 12:00,35
6973,18/10/2019,13:00:00,18/10/2019 13:00,34
6974,18/10/2019,14:00:00,18/10/2019 14:00,21
6975,18/10/2019,15:00:00,18/10/2019 15:00,28
6976,18/10/2019,16:00:00,18/10/2019 16:00,22
6977,18/10/2019,17:00:00,18/10/2019 17:00,27
6978,18/10/2019,18:00:00,18/10/2019 18:00,26
6979,18/10/2019,19:00:00,18/10/2019 19:00,29
6980,18/10/2019,20:00:00,18/10/2019 20:00,34
6981,18/10/2019,21:00:00,18/10/2019 21:00,35
6982,18/10/2019,22:00:00,18/10/2019 22:00,37
6983,18/10/2019,23:00:00,18/10/2019 23:00,49
6984,19/10/2019,0:00:00,19/10/2019 0:00,40
6985,19/10/2019,1:00:00,19/10/2019 1:00,29
6986,19/10/2019,2:00:00,19/10/2019 2:00,43
6987,19/10/2019,3:00:00,19/10/2019 3:00,47
6988,19/10/2019,4:00:00,19/10/2019 4:00,45
6989,19/10/2019,5:00:00,19/10/2019 5:00,44
6990,19/10/2019,6:00:00,19/10/2019 6:00,43
6991,19/10/2019,7:00:00,19/10/2019 7:00,44
6992,19/10/2019,8:00:00,19/10/2019 8:00,41
6993,19/10/2019,9:00:00,19/10/2019 9:00,41
6994,19/10/2019,10:00:00,19/10/2019 10:00,45
6995,19/10/2019,11:00:00,19/10/2019 11:00,34
6996,19/10/2019,12:00:00,19/10/2019 12:00,40
6997,19/10/2019,13:00:00,19/10/2019 13:00,18
6998,19/10/2019,14:00:00,19/10/2019 14:00,15
6999,19/10/2019,15:00:00,19/10/2019 15:00,14
7000,19/10/2019,16:00:00,19/10/2019 16:00,18
7001,19/10/2019,17:00:00,19/10/2019 17:00,18
7002,19/10/2019,18:00:00,19/10/2019 18:00,18
7003,19/10/2019,19:00:00,19/10/2019 19:00,27
7004,19/10/2019,20:00:00,19/10/2019 20:00,33
7005,19/10/2019,21:00:00,19/10/2019 21:00,24
7006,19/10/2019,22:00:00,19/10/2019 22:00,34
7007,19/10/2019,23:00:00,19/10/2019 23:00,38
7008,20/10/2019,0:00:00,20/10/2019 0:00,39
7009,20/10/2019,1:00:00,20/10/2019 1:00,25
7010,20/10/2019,2:00:00,20/10/2019 2:00,26
7011,20/10/2019,3:00:00,20/10/2019 3:00,42
7012,20/10/2019,4:00:00,20/10/2019 4:00,42
7013,20/10/2019,5:00:00,20/10/2019 5:00,43
7014,20/10/2019,6:00:00,20/10/2019 6:00,42
7015,20/10/2019,7:00:00,20/10/2019 7:00,42
7016,20/10/2019,8:00:00,20/10/2019 8:00,40
7017,20/10/2019,9:00:00,20/10/2019 9:00,38
7018,20/10/2019,10:00:00,20/10/2019 10:00,18
7019,20/10/2019,11:00:00,20/10/2019 11:00,15
7020,20/10/2019,12:00:00,20/10/2019 12:00,39
7021,20/10/2019,13:00:00,20/10/2019 13:00,14
7022,20/10/2019,14:00:00,20/10/2019 14:00,14
7023,20/10/2019,15:00:00,20/10/2019 15:00,20
7024,20/10/2019,16:00:00,20/10/2019 16:00,22
7025,20/10/2019,17:00:00,20/10/2019 17:00,22
7026,20/10/2019,18:00:00,20/10/2019 18:00,23
7027,20/10/2019,19:00:00,20/10/2019 19:00,27
7028,20/10/2019,20:00:00,20/10/2019 20:00,36
7029,20/10/2019,21:00:00,20/10/2019 21:00,38
7030,20/10/2019,22:00:00,20/10/2019 22:00,35
7031,20/10/2019,23:00:00,20/10/2019 23:00,37
7032,21/10/2019,0:00:00,21/10/2019 0:00,37
7033,21/10/2019,1:00:00,21/10/2019 1:00,27
7034,21/10/2019,2:00:00,21/10/2019 2:00,23
7035,21/10/2019,3:00:00,21/10/2019 3:00,25
7036,21/10/2019,4:00:00,21/10/2019 4:00,29
7037,21/10/2019,5:00:00,21/10/2019 5:00,34
7038,21/10/2019,6:00:00,21/10/2019 6:00,34
7039,21/10/2019,7:00:00,21/10/2019 7:00,34
7040,21/10/2019,8:00:00,21/10/2019 8:00,27
7041,21/10/2019,9:00:00,21/10/2019 9:00,18
7042,21/10/2019,10:00:00,21/10/2019 10:00,19
7043,21/10/2019,11:00:00,21/10/2019 11:00,19
7044,21/10/2019,12:00:00,21/10/2019 12:00,37
7045,21/10/2019,13:00:00,21/10/2019 13:00,31
7046,21/10/2019,14:00:00,21/10/2019 14:00,32
7047,21/10/2019,15:00:00,21/10/2019 15:00,25
7048,21/10/2019,16:00:00,21/10/2019 16:00,19
7049,21/10/2019,17:00:00,21/10/2019 17:00,25
7050,21/10/2019,18:00:00,21/10/2019 18:00,26
7051,21/10/2019,19:00:00,21/10/2019 19:00,29
7052,21/10/2019,20:00:00,21/10/2019 20:00,
7053,21/10/2019,21:00:00,21/10/2019 21:00,
7054,21/10/2019,22:00:00,21/10/2019 22:00,40
7055,21/10/2019,23:00:00,21/10/2019 23:00,37
7056,22/10/2019,0:00:00,22/10/2019 0:00,36
7057,22/10/2019,1:00:00,22/10/2019 1:00,34
7058,22/10/2019,2:00:00,22/10/2019 2:00,33
7059,22/10/2019,3:00:00,22/10/2019 3:00,34
7060,22/10/2019,4:00:00,22/10/2019 4:00,33
7061,22/10/2019,5:00:00,22/10/2019 5:00,31
7062,22/10/2019,6:00:00,22/10/2019 6:00,31
7063,22/10/2019,7:00:00,22/10/2019 7:00,30
7064,22/10/2019,8:00:00,22/10/2019 8:00,28
7065,22/10/2019,9:00:00,22/10/2019 9:00,32
7066,22/10/2019,10:00:00,22/10/2019 10:00,32
7067,22/10/2019,11:00:00,22/10/2019 11:00,35
7068,22/10/2019,12:00:00,22/10/2019 12:00,36
7069,22/10/2019,13:00:00,22/10/2019 13:00,25
7070,22/10/2019,14:00:00,22/10/2019 14:00,23
7071,22/10/2019,15:00:00,22/10/2019 15:00,20
7072,22/10/2019,16:00:00,22/10/2019 16:00,19
7073,22/10/2019,17:00:00,22/10/2019 17:00,36
7074,22/10/2019,18:00:00,22/10/2019 18:00,36
7075,22/10/2019,19:00:00,22/10/2019 19:00,28
7076,22/10/2019,20:00:00,22/10/2019 20:00,38
7077,22/10/2019,21:00:00,22/10/2019 21:00,40
7078,22/10/2019,22:00:00,22/10/2019 22:00,39
7079,22/10/2019,23:00:00,22/10/2019 23:00,40
7080,23/10/2019,0:00:00,23/10/2019 0:00,43
7081,23/10/2019,1:00:00,23/10/2019 1:00,41
7082,23/10/2019,2:00:00,23/10/2019 2:00,39
7083,23/10/2019,3:00:00,23/10/2019 3:00,38
7084,23/10/2019,4:00:00,23/10/2019 4:00,37
7085,23/10/2019,5:00:00,23/10/2019 5:00,36
7086,23/10/2019,6:00:00,23/10/2019 6:00,37
7087,23/10/2019,7:00:00,23/10/2019 7:00,37
7088,23/10/2019,8:00:00,23/10/2019 8:00,31
7089,23/10/2019,9:00:00,23/10/2019 9:00,39
7090,23/10/2019,10:00:00,23/10/2019 10:00,42
7091,23/10/2019,11:00:00,23/10/2019 11:00,55
7092,23/10/2019,12:00:00,23/10/2019 12:00,43
7093,23/10/2019,13:00:00,23/10/2019 13:00,36
7094,23/10/2019,14:00:00,23/10/2019 14:00,29
7095,23/10/2019,15:00:00,23/10/2019 15:00,29
7096,23/10/2019,16:00:00,23/10/2019 16:00,33
7097,23/10/2019,17:00:00,23/10/2019 17:00,39
7098,23/10/2019,18:00:00,23/10/2019 18:00,46
7099,23/10/2019,19:00:00,23/10/2019 19:00,43
7100,23/10/2019,20:00:00,23/10/2019 20:00,45
7101,23/10/2019,21:00:00,23/10/2019 21:00,50
7102,23/10/2019,22:00:00,23/10/2019 22:00,54
7103,23/10/2019,23:00:00,23/10/2019 23:00,53
7104,24/10/2019,0:00:00,24/10/2019 0:00,56
7105,24/10/2019,1:00:00,24/10/2019 1:00,55
7106,24/10/2019,2:00:00,24/10/2019 2:00,55
7107,24/10/2019,3:00:00,24/10/2019 3:00,56
7108,24/10/2019,4:00:00,24/10/2019 4:00,54
7109,24/10/2019,5:00:00,24/10/2019 5:00,49
7110,24/10/2019,6:00:00,24/10/2019 6:00,46
7111,24/10/2019,7:00:00,24/10/2019 7:00,44
7112,24/10/2019,8:00:00,24/10/2019 8:00,39
7113,24/10/2019,9:00:00,24/10/2019 9:00,42
7114,24/10/2019,10:00:00,24/10/2019 10:00,47
7115,24/10/2019,11:00:00,24/10/2019 11:00,59
7116,24/10/2019,12:00:00,24/10/2019 12:00,56
7117,24/10/2019,13:00:00,24/10/2019 13:00,22
7118,24/10/2019,14:00:00,24/10/2019 14:00,38
7119,24/10/2019,15:00:00,24/10/2019 15:00,23
7120,24/10/2019,16:00:00,24/10/2019 16:00,36
7121,24/10/2019,17:00:00,24/10/2019 17:00,33
7122,24/10/2019,18:00:00,24/10/2019 18:00,29
7123,24/10/2019,19:00:00,24/10/2019 19:00,42
7124,24/10/2019,20:00:00,24/10/2019 20:00,42
7125,24/10/2019,21:00:00,24/10/2019 21:00,48
7126,24/10/2019,22:00:00,24/10/2019 22:00,42
7127,24/10/2019,23:00:00,24/10/2019 23:00,47
7128,25/10/2019,0:00:00,25/10/2019 0:00,49
7129,25/10/2019,1:00:00,25/10/2019 1:00,35
7130,25/10/2019,2:00:00,25/10/2019 2:00,28
7131,25/10/2019,3:00:00,25/10/2019 3:00,26
7132,25/10/2019,4:00:00,25/10/2019 4:00,37
7133,25/10/2019,5:00:00,25/10/2019 5:00,43
7134,25/10/2019,6:00:00,25/10/2019 6:00,41
7135,25/10/2019,7:00:00,25/10/2019 7:00,37
7136,25/10/2019,8:00:00,25/10/2019 8:00,34
7137,25/10/2019,9:00:00,25/10/2019 9:00,34
7138,25/10/2019,10:00:00,25/10/2019 10:00,32
7139,25/10/2019,11:00:00,25/10/2019 11:00,25
7140,25/10/2019,12:00:00,25/10/2019 12:00,49
7141,25/10/2019,13:00:00,25/10/2019 13:00,29
7142,25/10/2019,14:00:00,25/10/2019 14:00,19
7143,25/10/2019,15:00:00,25/10/2019 15:00,18
7144,25/10/2019,16:00:00,25/10/2019 16:00,21
7145,25/10/2019,17:00:00,25/10/2019 17:00,40
7146,25/10/2019,18:00:00,25/10/2019 18:00,50
7147,25/10/2019,19:00:00,25/10/2019 19:00,45
7148,25/10/2019,20:00:00,25/10/2019 20:00,50
7149,25/10/2019,21:00:00,25/10/2019 21:00,53
7150,25/10/2019,22:00:00,25/10/2019 22:00,53
7151,25/10/2019,23:00:00,25/10/2019 23:00,53
7152,26/10/2019,0:00:00,26/10/2019 0:00,57
7153,26/10/2019,1:00:00,26/10/2019 1:00,59
7154,26/10/2019,2:00:00,26/10/2019 2:00,59
7155,26/10/2019,3:00:00,26/10/2019 3:00,51
7156,26/10/2019,4:00:00,26/10/2019 4:00,48
7157,26/10/2019,5:00:00,26/10/2019 5:00,44
7158,26/10/2019,6:00:00,26/10/2019 6:00,45
7159,26/10/2019,7:00:00,26/10/2019 7:00,47
7160,26/10/2019,8:00:00,26/10/2019 8:00,47
7161,26/10/2019,9:00:00,26/10/2019 9:00,33
7162,26/10/2019,10:00:00,26/10/2019 10:00,26
7163,26/10/2019,11:00:00,26/10/2019 11:00,20
7164,26/10/2019,12:00:00,26/10/2019 12:00,57
7165,26/10/2019,13:00:00,26/10/2019 13:00,15
7166,26/10/2019,14:00:00,26/10/2019 14:00,21
7167,26/10/2019,15:00:00,26/10/2019 15:00,17
7168,26/10/2019,16:00:00,26/10/2019 16:00,47
7169,26/10/2019,17:00:00,26/10/2019 17:00,53
7170,26/10/2019,18:00:00,26/10/2019 18:00,45
7171,26/10/2019,19:00:00,26/10/2019 19:00,53
7172,26/10/2019,20:00:00,26/10/2019 20:00,49
7173,26/10/2019,21:00:00,26/10/2019 21:00,50
7174,26/10/2019,22:00:00,26/10/2019 22:00,49
7175,26/10/2019,23:00:00,26/10/2019 23:00,50
7176,27/10/2019,0:00:00,27/10/2019 0:00,49
7177,27/10/2019,1:00:00,27/10/2019 1:00,46
7178,27/10/2019,2:00:00,27/10/2019 2:00,43
7179,27/10/2019,3:00:00,27/10/2019 3:00,36
7180,27/10/2019,4:00:00,27/10/2019 4:00,33
7181,27/10/2019,5:00:00,27/10/2019 5:00,23
7182,27/10/2019,6:00:00,27/10/2019 6:00,24
7183,27/10/2019,7:00:00,27/10/2019 7:00,28
7184,27/10/2019,8:00:00,27/10/2019 8:00,25
7185,27/10/2019,9:00:00,27/10/2019 9:00,24
7186,27/10/2019,10:00:00,27/10/2019 10:00,21
7187,27/10/2019,11:00:00,27/10/2019 11:00,15
7188,27/10/2019,12:00:00,27/10/2019 12:00,49
7189,27/10/2019,13:00:00,27/10/2019 13:00,10
7190,27/10/2019,14:00:00,27/10/2019 14:00,11
7191,27/10/2019,15:00:00,27/10/2019 15:00,35
7192,27/10/2019,16:00:00,27/10/2019 16:00,33
7193,27/10/2019,17:00:00,27/10/2019 17:00,25
7194,27/10/2019,18:00:00,27/10/2019 18:00,25
7195,27/10/2019,19:00:00,27/10/2019 19:00,23
7196,27/10/2019,20:00:00,27/10/2019 20:00,26
7197,27/10/2019,21:00:00,27/10/2019 21:00,31
7198,27/10/2019,22:00:00,27/10/2019 22:00,47
7199,27/10/2019,23:00:00,27/10/2019 23:00,62
7200,28/10/2019,0:00:00,28/10/2019 0:00,31
7201,28/10/2019,1:00:00,28/10/2019 1:00,25
7202,28/10/2019,2:00:00,28/10/2019 2:00,21
7203,28/10/2019,3:00:00,28/10/2019 3:00,30
7204,28/10/2019,4:00:00,28/10/2019 4:00,19
7205,28/10/2019,5:00:00,28/10/2019 5:00,33
7206,28/10/2019,6:00:00,28/10/2019 6:00,32
7207,28/10/2019,7:00:00,28/10/2019 7:00,32
7208,28/10/2019,8:00:00,28/10/2019 8:00,31
7209,28/10/2019,9:00:00,28/10/2019 9:00,28
7210,28/10/2019,10:00:00,28/10/2019 10:00,20
7211,28/10/2019,11:00:00,28/10/2019 11:00,16
7212,28/10/2019,12:00:00,28/10/2019 12:00,31
7213,28/10/2019,13:00:00,28/10/2019 13:00,12
7214,28/10/2019,14:00:00,28/10/2019 14:00,9
7215,28/10/2019,15:00:00,28/10/2019 15:00,7
7216,28/10/2019,16:00:00,28/10/2019 16:00,16
7217,28/10/2019,17:00:00,28/10/2019 17:00,18
7218,28/10/2019,18:00:00,28/10/2019 18:00,26
7219,28/10/2019,19:00:00,28/10/2019 19:00,23
7220,28/10/2019,20:00:00,28/10/2019 20:00,40
7221,28/10/2019,21:00:00,28/10/2019 21:00,55
7222,28/10/2019,22:00:00,28/10/2019 22:00,58
7223,28/10/2019,23:00:00,28/10/2019 23:00,60
7224,29/10/2019,0:00:00,29/10/2019 0:00,57
7225,29/10/2019,1:00:00,29/10/2019 1:00,51
7226,29/10/2019,2:00:00,29/10/2019 2:00,48
7227,29/10/2019,3:00:00,29/10/2019 3:00,46
7228,29/10/2019,4:00:00,29/10/2019 4:00,36
7229,29/10/2019,5:00:00,29/10/2019 5:00,27
7230,29/10/2019,6:00:00,29/10/2019 6:00,37
7231,29/10/2019,7:00:00,29/10/2019 7:00,39
7232,29/10/2019,8:00:00,29/10/2019 8:00,36
7233,29/10/2019,9:00:00,29/10/2019 9:00,42
7234,29/10/2019,10:00:00,29/10/2019 10:00,48
7235,29/10/2019,11:00:00,29/10/2019 11:00,49
7236,29/10/2019,12:00:00,29/10/2019 12:00,57
7237,29/10/2019,13:00:00,29/10/2019 13:00,52
7238,29/10/2019,14:00:00,29/10/2019 14:00,33
7239,29/10/2019,15:00:00,29/10/2019 15:00,33
7240,29/10/2019,16:00:00,29/10/2019 16:00,25
7241,29/10/2019,17:00:00,29/10/2019 17:00,22
7242,29/10/2019,18:00:00,29/10/2019 18:00,18
7243,29/10/2019,19:00:00,29/10/2019 19:00,25
7244,29/10/2019,20:00:00,29/10/2019 20:00,34
7245,29/10/2019,21:00:00,29/10/2019 21:00,35
7246,29/10/2019,22:00:00,29/10/2019 22:00,34
7247,29/10/2019,23:00:00,29/10/2019 23:00,30
7248,30/10/2019,0:00:00,30/10/2019 0:00,24
7249,30/10/2019,1:00:00,30/10/2019 1:00,21
7250,30/10/2019,2:00:00,30/10/2019 2:00,30
7251,30/10/2019,3:00:00,30/10/2019 3:00,39
7252,30/10/2019,4:00:00,30/10/2019 4:00,38
7253,30/10/2019,5:00:00,30/10/2019 5:00,32
7254,30/10/2019,6:00:00,30/10/2019 6:00,25
7255,30/10/2019,7:00:00,30/10/2019 7:00,29
7256,30/10/2019,8:00:00,30/10/2019 8:00,26
7257,30/10/2019,9:00:00,30/10/2019 9:00,34
7258,30/10/2019,10:00:00,30/10/2019 10:00,37
7259,30/10/2019,11:00:00,30/10/2019 11:00,39
7260,30/10/2019,12:00:00,30/10/2019 12:00,24
7261,30/10/2019,13:00:00,30/10/2019 13:00,36
7262,30/10/2019,14:00:00,30/10/2019 14:00,27
7263,30/10/2019,15:00:00,30/10/2019 15:00,29
7264,30/10/2019,16:00:00,30/10/2019 16:00,30
7265,30/10/2019,17:00:00,30/10/2019 17:00,22
7266,30/10/2019,18:00:00,30/10/2019 18:00,24
7267,30/10/2019,19:00:00,30/10/2019 19:00,31
7268,30/10/2019,20:00:00,30/10/2019 20:00,50
7269,30/10/2019,21:00:00,30/10/2019 21:00,52
7270,30/10/2019,22:00:00,30/10/2019 22:00,58
7271,30/10/2019,23:00:00,30/10/2019 23:00,57
7272,31/10/2019,0:00:00,31/10/2019 0:00,51
7273,31/10/2019,1:00:00,31/10/2019 1:00,51
